1938-04,10.83
1938-05,14.53
1938-06,21.81
1938-07,26.17
1938-08,26.17
1938-09,20.44
1938-10,15.65
1938-11,1.71
1938-12,-2.08
1939-01,-0.18
1939-02,-6.3
1939-03,3.95
1939-04,9.52
1939-05,19.99
1939-06,22.34
1939-07,27.43
1939-08,23.39
1939-09,21.21
1939-10,12.05
1939-11,4.81
1939-12,1.12
1940-01,-13.29
1940-02,-3.6
1940-03,3.19
1940-04,9.37
1940-05,15.7
1940-06,22.97
1940-07,27.73
1940-08,23.59
1940-09,21.45
1940-10,15.38
1940-11,0.64
1940-12,-1.72
1941-01,-4.12
1941-02,-2.94
1941-03,1.31
1941-04,10.93
1941-05,18.84
1941-06,21.13
1941-07,25.32
1941-08,24.82
1941-09,18.85
1941-10,11.87
1941-11,5
1941-12,-0.73
1942-01,-3.85
1942-02,-4.65
1942-03,3.48
1942-04,11.86
1942-05,14.9
1942-06,21.37
1942-07,25.86
1942-08,23.53
1942-09,16.33
1942-10,11.92
1942-11,3.56
1942-12,-3.99
1943-01,-6.54
1943-02,1.23
1943-03,0.61
1943-04,11.5
1943-05,14.15
1943-06,21.65
1943-07,26.1
1943-08,26.09
1943-09,17.53
1943-10,11.04
1943-11,2.37
1943-12,-1.67
1944-01,-1
1944-02,-1.91
1944-03,-1.43
1944-04,6.66
1944-05,18.29
1944-06,21.7
1944-07,24.72
1944-08,24.18
1944-09,18.66
1944-10,13.18
1944-11,3.58
1944-12,-2.92
1945-01,-1.86
1945-02,-0.54
1945-03,7.34
1945-04,8.55
1945-05,13.34
1945-06,17.91
1945-07,24.37
1945-08,24.32
1945-09,18.23
1945-10,12.62
1945-11,4.31
1945-12,-6.26
1946-01,-1.48
1946-02,1.38
1946-03,9.14
1946-04,14.25
1946-05,13.74
1946-06,22.97
1946-07,25.55
1946-08,23.52
1946-09,18.09
1946-10,11.6
1946-11,2.32
1946-12,-0.37
1947-01,-1.81
1947-02,-4.82
1947-03,1.2
1947-04,8.06
1947-05,13.85
1947-06,19.33
1947-07,23.96
1947-08,27.77
1947-09,20.52
1947-10,16.53
1947-11,1.38
1947-12,-1.84
1948-01,-5.18
1948-02,-4.25
1948-03,-0.03
1948-04,13.9
1948-05,16.36
1948-06,21.11
1948-07,24.65
1948-08,24.06
1948-09,20.85
1948-10,11.65
1948-11,2.54
1948-12,-4.29
1949-01,-10.64
1949-02,-6.28
1949-03,1.85
1949-04,10.56
1949-05,17.31
1949-06,22.18
1949-07,25.31
1949-08,23.4
1949-09,16.66
1949-10,12.21
1949-11,7.38
1949-12,-1.73
1950-01,-7.95
1950-02,-2.33
1950-03,0.77
1950-04,6.67
1950-05,14.47
1950-06,21.05
1950-07,21.56
1950-08,21.13
1950-09,17.5
1950-10,13.85
1950-11,1.66
1950-12,-2.38
1951-01,-5.91
1951-02,-0.37
1951-03,-0.41
1951-04,7.63
1951-05,16.01
1951-06,17.84
1951-07,22.61
1951-08,23.01
1951-09,15.21
1951-10,10.34
1951-11,1.54
1951-12,-5.78
1952-01,-3.6
1952-02,0.83
1952-03,-0.05
1952-04,9.12
1952-05,15.39
1952-06,25.29
1952-07,24.39
1952-08,23.67
1952-09,20.06
1952-10,10.34
1952-11,2.66
1952-12,-3.15
1953-01,-2.89
1953-02,0.33
1953-03,5.46
1953-04,7.01
1953-05,14.87
1953-06,24.12
1953-07,24.89
1953-08,24.5
1953-09,18.9
1953-10,14.24
1953-11,4.55
1953-12,-1.66
1954-01,-5.99
1954-02,4.9
1954-03,1.13
1954-04,11.57
1954-05,13.59
1954-06,23.26
1954-07,27.36
1954-08,23.77
1954-09,20.53
1954-10,10.85
1954-11,6.38
1954-12,0.12
1955-01,-4.72
1955-02,-6.66
1955-03,1.66
1955-04,13.73
1955-05,18.15
1955-06,19.47
1955-07,27.77
1955-08,26.49
1955-09,19.94
1955-10,12.35
1955-11,0.06
1955-12,-6.15
1956-01,-6.33
1956-02,-3.97
1956-03,2.75
1956-04,6.77
1956-05,16.77
1956-06,24.53
1956-07,24.15
1956-08,24.03
1956-09,18.88
1956-10,15.15
1956-11,3.39
1956-12,-0.1
1957-01,-8.32
1957-02,0.29
1957-03,2.53
1957-04,8.64
1957-05,14.41
1957-06,20.78
1957-07,26.25
1957-08,24.39
1957-09,16.45
1957-10,10.87
1957-11,2.66
1957-12,1.4
1958-01,-3.09
1958-02,-5.42
1958-03,-1.68
1958-04,8.7
1958-05,17.05
1958-06,20.13
1958-07,22.1
1958-08,24.08
1958-09,19.06
1958-10,12.74
1958-11,4.11
1958-12,-2.99
1959-01,-6.61
1959-02,-4.66
1959-03,3.45
1959-04,9.44
1959-05,16.13
1959-06,22.81
1959-07,22.87
1959-08,26
1959-09,17.59
1959-10,9.26
1959-11,0.43
1959-12,1.02
1960-01,-7.68
1960-02,-7.48
1960-03,-4.09
1960-04,11.12
1960-05,15.36
1960-06,20.14
1960-07,23.35
1960-08,23.22
1960-09,19.16
1960-10,12.62
1960-11,4.14
1960-12,-2.14
1961-01,-3.37
1961-02,0.25
1961-03,4
1961-04,7.96
1961-05,14.24
1961-06,21.91
1961-07,24.93
1961-08,24.07
1961-09,16.14
1961-10,12.47
1961-11,1.86
1961-12,-6.85
1962-01,-6.72
1962-02,-3.56
1962-03,-1.94
1962-04,10.5
1962-05,19.35
1962-06,20.77
1962-07,22.16
1962-08,22.85
1962-09,15.72
1962-10,11.84
1962-11,3.46
1962-12,-3.35
1963-01,-12
1963-02,-2.19
1963-03,4.5
1963-04,10.97
1963-05,15.65
1963-06,23.38
1963-07,25.35
1963-08,23.03
1963-09,18.21
1963-10,15.25
1963-11,5.81
1963-12,-5.62
1964-01,-1.57
1964-02,-2.59
1964-03,1.47
1964-04,11.09
1964-05,19.21
1964-06,21.52
1964-07,26.31
1964-08,20.84
1964-09,16.78
1964-10,11.15
1964-11,3.17
1964-12,-4.97
1965-01,-5.11
1965-02,-5.42
1965-03,-3.84
1965-04,10.65
1965-05,17.77
1965-06,20.95
1965-07,23.77
1965-08,23.12
1965-09,13.75
1965-10,13.22
1965-11,5.14
1965-12,1.08
1966-01,-8.5
1966-02,-3.46
1966-03,5.61
1966-04,7.51
1966-05,16.19
1966-06,21.68
1966-07,27.21
1966-08,21.5
1966-09,17.69
1966-10,12.11
1966-11,3.39
1966-12,-3.17
1967-01,-4.25
1967-02,-1.82
1967-03,5.9
1967-04,11.2
1967-05,13.59
1967-06,20.1
1967-07,23.75
1967-08,22.34
1967-09,17.27
1967-10,11.53
1967-11,2.94
1967-12,-2.75
1968-01,-4.52
1968-02,-2.78
1968-03,6.87
1968-04,10.59
1968-05,14.55
1968-06,22.89
1968-07,23.95
1968-08,23.53
1968-09,17.91
1968-10,12.34
1968-11,2.67
1968-12,-6.45
1969-01,-8.39
1969-02,-4.1
1969-03,-1.6
1969-04,11.64
1969-05,16.55
1969-06,18.94
1969-07,25.07
1969-08,24.42
1969-09,19.6
1969-10,7.8
1969-11,4.49
1969-12,-3.51
1970-01,-7.88
1970-02,-0.04
1970-03,0.78
1970-04,9.71
1970-05,18.76
1970-06,23.13
1970-07,25.83
1970-08,25.38
1970-09,17.95
1970-10,9.3
1970-11,2.89
1970-12,-1.5
1971-01,-6.74
1971-02,-3.27
1971-03,2.27
1971-04,10.94
1971-05,14.98
1971-06,24.41
1971-07,22.67
1971-08,24.1
1971-09,17.99
1971-10,13.35
1971-11,4.39
1971-12,-1.2
1972-01,-5.69
1972-02,-2.69
1972-03,5.4
1972-04,9.77
1972-05,16.19
1972-06,22.47
1972-07,23.24
1972-08,22.63
1972-09,18.14
1972-10,9.39
1972-11,1.65
1972-12,-6.66
1973-01,-4.61
1973-02,-1.27
1973-03,5.07
1973-04,8.56
1973-05,14.26
1973-06,22.37
1973-07,24.34
1973-08,25.39
1973-09,16.85
1973-10,12.86
1973-11,2.52
1973-12,-5.11
1974-01,-8.23
1974-02,0.22
1974-03,5.77
1974-04,11.45
1974-05,17.93
1974-06,20.94
1974-07,27.92
1974-08,20.57
1974-09,16.18
1974-10,12.65
1974-11,3.51
1974-12,-3.8
1975-01,-5.15
1975-02,-6.04
1975-03,-0.65
1975-04,8.52
1975-05,16.8
1975-06,20.53
1975-07,24.89
1975-08,25.05
1975-09,16.12
1975-10,13.39
1975-11,2.09
1975-12,-2.65
1976-01,-4.22
1976-02,3.05
1976-03,3.71
1976-04,11.82
1976-05,15.17
1976-06,21.64
1976-07,25.14
1976-08,24.41
1976-09,18.52
1976-10,8.54
1976-11,0.67
1976-12,-2.2
1977-01,-7.95
1977-02,1.15
1977-03,5.15
1977-04,13.45
1977-05,19.48
